id,title,genres,averageRating,numVotes,releaseYear
tt8080122,"Godfather of Harlem","Crime, Drama",8.1,22389,2019
tt6051216,Insider,"Action, Crime, Drama",8.1,21598,2016
tt0279077,FLCL,"Action, Animation, Comedy",8.1,20367,2000
tt9095260,"Criminal Justice","Crime, Drama, Mystery",8.1,20284,2019
tt7745956,"She-Ra and the Princesses of Power","Action, Adventure, Animation",8.1,20143,2018
tt7157248,"The New Pope",Drama,8.1,19083,2020
tt5339440,"One Day at a Time","Comedy, Drama",8.1,18805,2017
tt0500092,"Serial Experiments Lain","Animation, Drama, Horror",8.1,18615,1998
tt1833285,Boss,"Crime, Drama",8.1,18518,2011
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18365,2009
tt0115378,"Superman: The Animated Series","Action, Adventure, Animation",8.1,18279,1996
tt10314462,"Zoey's Extraordinary Playlist","Comedy, Drama, Musical",8.1,18277,2020
tt9054364,"That Time I Got Reincarnated as a Slime","Action, Adventure, Animation",8.1,17589,2018
tt11228748,"The King: Eternal Monarch","Fantasy, Mystery, Romance",8.1,17254,2020
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,16873,2015
tt13911284,"Hell's Paradise: Jigokuraku","Action, Adventure, Animation",8.1,16657,2023
tt0080274,Shogun,"Adventure, Drama, History",8.1,16643,1980
tt1913273,"Anohana: The Flower We Saw That Day","Adventure, Animation, Drama",8.1,16554,2011
tt1515193,"The Big C","Comedy, Drama",8.1,16078,2010
tt0063951,"Sesame Street","Adventure, Animation, Comedy",8.1,15907,1969
tt14466018,"Blue Lights","Crime, Drama, Thriller",8.1,15602,2023
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,15472,2023
tt26737616,Pluto,"Action, Animation, Drama",8.1,15441,2023
tt22373148,"Karm Yuddh",Drama,8.1,14876,2022
tt8324422,PEN15,Comedy,8.1,14765,2019
tt10220588,"Hotel Del Luna","Action, Comedy, Drama",8.1,14735,2019
tt14479078,Candy,Thriller,8.1,14634,2021
tt0805661,"The Black Donnellys","Crime, Drama",8.1,14455,2007
tt3556920,"Wolf Hall","Biography, Drama, History",8.1,14359,2015
tt11822998,"The Trials of Gabriel Fernandez","Crime, Documentary",8.1,14261,2020
tt5766194,"Legend of the Blue Sea","Comedy, Drama, Fantasy",8.1,13667,2016
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,13234,2021
tt4731072,"Food Wars: Shokugeki no Soma","Animation, Comedy, Drama",8.1,13145,2015
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13118,2022
tt12759100,"Somebody Somewhere","Comedy, Drama",8.1,12955,2022
tt1086191,Outnumbered,"Comedy, Drama",8.1,12577,2007
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,12533,2019
tt11147852,Dorohedoro,"Action, Animation, Comedy",8.1,12491,2020
tt18228732,"Colin from Accounts","Comedy, Drama, Romance",8.1,12455,2022
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12211,1985
tt23037654,"Khakee: The Bihar Chapter","Crime, Drama",8.1,12166,2022
tt16227240,"The Great Weddings of Munnes","Comedy, Drama",8.1,12057,2022
tt1008108,"Ashes to Ashes","Crime, Drama, Fantasy",8.1,11481,2008
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,11166,2022
tt6078096,"High Maintenance","Comedy, Drama",8.1,10925,2016
tt4343334,"For My Son","Action, Adventure, Comedy",8.1,10449,2015
tt8026448,"Tacoma FD",Comedy,8.1,10419,2019
tt7889220,"Dirty Money","Crime, Documentary",8.1,10376,2018
tt1973692,Rita,"Comedy, Drama",8.1,10371,2012
tt11761194,"Power Book IV: Force","Crime, Drama",8.1,10334,2022
tt6824234,"Fight for My Way","Comedy, Romance",8.1,10275,2017
tt2582590,Vicious,Comedy,8.1,10180,2013
tt5580664,"Voltron: Legendary Defender","Action, Adventure, Animation",8.1,10114,2016
tt0384746,"Kenny vs. Spenny","Comedy, Game-Show, Reality-TV",8.1,10022,2002
tt5180504,"The Witcher","Action, Adventure, Drama",8,585349,2019
tt10919420,"Squid Game","Action, Drama, Mystery",8,579945,2021
tt4052886,Lucifer,"Crime, Drama, Fantasy",8,367619,2016
tt1844624,"American Horror Story","Drama, Horror, Sci-Fi",8,351065,2011
tt2372162,"Orange Is the New Black","Comedy, Crime, Drama",8,325260,2013
tt9288030,Reacher,"Action, Crime, Drama",8,230190,2022
tt6257970,"The End of the F***ing World","Adventure, Comedy, Crime",8,229055,2017
tt13406094,"The White Lotus","Comedy, Drama",8,224523,2021
tt5057054,"Tom Clancy's Jack Ryan","Action, Drama, Thriller",8,180853,2018
tt7493974,Bodyguard,"Crime, Drama, Thriller",8,155064,2018
tt13210838,"The Gentlemen","Action, Comedy, Crime",8,146955,2024
tt14403178,Beef,"Comedy, Drama",8,145322,2023
tt1235099,"Lie to Me","Crime, Drama, Mystery",8,130182,2009
tt2649356,"Sharp Objects","Crime, Drama, Mystery",8,125199,2018
tt6470478,"The Good Doctor",Drama,8,119998,2017
tt1869454,"Good Omens","Comedy, Drama, Fantasy",8,116531,2019
tt14164730,"Dexter: New Blood","Crime, Drama, Mystery",8,109507,2021
tt1399664,"The Night Manager","Crime, Drama, Mystery",8,107305,2016
tt5691552,"The Orville","Adventure, Comedy, Drama",8,102953,2017
tt9815454,Unorthodox,Drama,8,94661,2020
tt16358384,"Tulsa King","Crime, Drama",8,88386,2022
tt7587890,"The Rookie","Action, Crime, Drama",8,85649,2018
tt15677150,Shrinking,"Comedy, Drama",8,81228,2023
tt2189461,"Marco Polo","Action, Adventure, Drama",8,80587,2014
tt0810788,"Burn Notice","Action, Crime, Drama",8,80336,2007
tt12411074,Paranormal,"Drama, Fantasy, Horror",8,74836,2020
tt17491088,"The Diplomat","Drama, Thriller",8,71801,2023
tt5651844,Travelers,"Drama, Mystery, Sci-Fi",8,67167,2016
tt2261391,"Chicago Fire","Action, Drama",8,67166,2012
tt11318602,"Don't F**k with Cats: Hunting an Internet Killer","Crime, Documentary, Mystery",8,64687,2019
tt0083399,Cheers,"Comedy, Drama",8,63851,1982
tt0072562,"Saturday Night Live","Comedy, Music",8,54014,1975
tt7817340,"New Amsterdam",Drama,8,51783,2018
tt5770786,GLOW,"Comedy, Drama, Sport",8,51770,2017
tt7661390,"Gangs of London","Action, Crime, Drama",8,43575,2020
tt4326894,"F Is for Family","Animation, Comedy, Drama",8,42186,2015
tt2712740,"The Goldbergs",Comedy,8,41959,2013
tt0084988,Blackadder,Comedy,8,41844,1982
tt5011816,"Sneaky Pete","Comedy, Crime, Drama",8,41726,2015
tt4406178,"The Gilded Age",Drama,8,40329,2022
tt9244578,"Rise of Empires: Ottoman","Documentary, Drama, History",8,38078,2020
tt6873658,"The Mechanism","Crime, Drama, Thriller",8,36820,2018
tt0092345,DuckTales,"Action, Adventure, Animation",8,35823,1987
tt1064899,"Queen of the South","Action, Crime, Drama",8,35385,2016
tt1453159,"The Pillars of the Earth","Drama, Romance, Thriller",8,33715,2010
tt6586318,"Patrick Melrose",Drama,8,33430,2018
tt3766376,"Vice Principals",Comedy,8,32959,2016
tt4643084,Counterpart,"Drama, Sci-Fi, Thriller",8,32072,2017
tt4258440,River,"Crime, Drama, Mystery",8,28067,2015
tt0096708,"Tales from the Crypt","Comedy, Crime, Fantasy",8,27924,1989
tt6792200,"The Keepers","Crime, Documentary, Mystery",8,25869,2017
tt1001482,"United States of Tara","Comedy, Drama, Romance",8,25591,2009
tt3561180,Trapped,"Crime, Drama, Mystery",8,25555,2015
tt8201186,"The Capture","Crime, Mystery, Thriller",8,24285,2019
tt0086817,"The Transformers","Action, Adventure, Animation",8,24254,1984
tt0370194,"Reno 911!","Comedy, Crime",8,23759,2003
tt4051832,Lovesick,Comedy,8,23196,2014
tt10166602,"Love, Victor","Comedy, Drama, Romance",8,22863,2020
tt27713897,Arnold,"Biography, Documentary",8,22823,2023
tt3837246,"Assasination Classroom","Action, Animation, Comedy",8,22678,2013
tt10050772,"I Think You Should Leave with Tim Robinson",Comedy,8,22655,2019
tt0057729,"The Addams Family","Comedy, Family, Horror",8,22474,1964
tt2521668,"The Returned","Drama, Fantasy, Horror",8,21559,2012
tt8242904,"What's Wrong with Secretary Kim","Comedy, Mystery, Romance",8,20587,2018
tt7375404,Kidding,"Comedy, Drama",8,20528,2018
tt0377260,Shameless,"Comedy, Crime, Drama",8,19182,2004
tt0108783,Gargoyles,"Action, Adventure, Animation",8,19101,1994
tt0241088,"Da Ali G Show",Comedy,8,18520,2000
tt8993398,"Rascal Does Not Dream of Bunny Girl Senpai","Animation, Drama, Fantasy",8,18338,2018
tt6474236,"The Looming Tower","Drama, History",8,18165,2018
tt0112095,NewsRadio,"Comedy, Romance",8,17819,1995
tt4384086,"Life in Pieces",Comedy,8,17757,2015
tt13274038,"True Beauty","Comedy, Drama, Romance",8,17585,2020
tt13103134,Horimiya,"Animation, Comedy, Drama",8,17039,2021
tt7649694,Ramy,"Comedy, Drama, Romance",8,16973,2019
tt15765670,"My Dress-Up Darling","Animation, Comedy, Romance",8,16485,2022
tt13444408,Kin,"Crime, Drama",8,16270,2021
tt12867810,Start-Up,"Comedy, Drama, Romance",8,16014,2020
tt0108981,"The Vicar of Dibley",Comedy,8,15959,1994
tt0985344,Claymore,"Action, Adventure, Animation",8,15714,2007
tt4445154,"Deutschland 83","Drama, Romance, Thriller",8,15360,2015
tt5797194,W,"Action, Comedy, Drama",8,15117,2016
tt3829868,"Looking for Alaska","Drama, Romance",8,15059,2019
tt0433722,"Paranoia Agent","Animation, Drama, Horror",8,14955,2004
tt2980696,Quarry,"Crime, Drama, Thriller",8,14662,2016
tt2548418,"Jonathan Strange & Mr Norrell","Fantasy, War",8,14278,2015
tt18926162,Tomorrow,"Action, Comedy, Drama",8,14082,2022
tt15282746,"Drops of God",Drama,8,13819,2023
tt2314952,"Comedians in Cars Getting Coffee","Comedy, Family, Talk-Show",8,13785,2012
tt9778022,Abhay,"Crime, Thriller",8,13587,2019
tt4452630,"Code Black",Drama,8,13584,2015
tt10982034,Trying,"Comedy, Drama, Romance",8,13547,2020
tt20285780,"The Artful Dodger","Crime, Drama, History",8,13515,2023
tt0847150,"Sense & Sensibility","Drama, Romance",8,13308,2008
tt0115270,Millennium,"Crime, Drama, Horror",8,12610,1996
tt13273826,"The Uncanny Counter","Action, Fantasy, Horror",8,12478,2020
tt4877736,BrainDead,"Comedy, Drama, Horror",8,12300,2016
tt0772145,"Wolverine and the X-Men","Action, Adventure, Animation",8,12298,2008
tt0294097,"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12283,2000
tt4855114,"Good Behavior","Crime, Drama, Mystery",8,12153,2016
tt0081874,"The Hitch Hiker's Guide to the Galaxy","Adventure, Comedy, Sci-Fi",8,11937,1981
tt5332732,Shahrzad,"Drama, History, Romance",8,11880,2015
tt15392100,"The Billion Dollar Code","Biography, Crime, Drama",8,11842,2021
tt1778108,"The Hour",Drama,8,11824,2011
tt0197182,"Third Watch","Action, Crime, Drama",8,11767,1999
tt0077097,"WKRP in Cincinnati",Comedy,8,11674,1978
tt14599438,"Jeen-yuhs: A Kanye Trilogy","Documentary, Music",8,11539,2022
tt1843678,"Scott & Bailey","Crime, Drama, Mystery",8,11472,2011
tt19072562,"Kaala Paani","Drama, Thriller",8,10826,2023
tt9022422,"The Tattooist of Auschwitz","Drama, History, Romance",8,10723,2024
tt6905756,"Pagan Peak","Crime, Drama, Mystery",8,10680,2018
tt0118475,Spawn,"Action, Adventure, Animation",8,10475,1997
tt6554240,Heels,"Drama, Sport",8,10427,2021
tt31183656,"Maamla Legal Hai","Comedy, Drama",8,10126,2024
tt8005374,Explained,Documentary,8,10105,2018
tt9140560,WandaVision,"Action, Comedy, Drama",7.9,386044,2021
tt2741602,"The Blacklist","Crime, Drama, Mystery",7.9,285177,2013
tt0844441,"True Blood","Drama, Fantasy, Mystery",7.9,263760,2008
tt2261227,"Altered Carbon","Action, Adventure, Drama",7.9,193265,2018
tt0098800,"The Fresh Prince of Bel-Air",Comedy,7.9,147417,1990
tt1830617,Grimm,"Crime, Drama, Fantasy",7.9,133757,2011
tt2191671,Elementary,"Crime, Drama, Mystery",7.9,121457,2012
tt15567174,"The Fall of the House of Usher","Drama, Horror, Mystery",7.9,120705,2023
tt0439100,Weeds,"Comedy, Crime, Drama",7.9,118798,2005
tt1740299,"The Man in the High Castle","Drama, Sci-Fi, Thriller",7.9,114407,2015
tt11743610,"The Terminal List","Drama, Thriller",7.9,111930,2022
tt8064302,"Dead to Me","Comedy, Crime, Drama",7.9,103173,2019
tt1199099,Merlin,"Adventure, Drama, Fantasy",7.9,88976,2008
tt5016504,Preacher,"Action, Adventure, Comedy",7.9,83683,2016
tt2094262,"Da Vinci's Demons","Adventure, Biography, Drama",7.9,79852,2013
tt0112178,"Star Trek: Voyager","Action, Adventure, Drama",7.9,79450,1995
tt0162065,Angel,"Action, Adventure, Drama",7.9,77245,1999
tt4477976,Superstore,Comedy,7.9,73490,2015
tt0108757,ER,"Drama, Romance",7.9,69629,1994
tt3566726,"Jane the Virgin",Comedy,7.9,61010,2014
tt0796264,Eureka,"Adventure, Comedy, Drama",7.9,59519,2006
tt0805663,Jericho,"Action, Drama, Mystery",7.9,59513,2006
tt2708480,"The Terror","Adventure, Drama, Horror",7.9,55912,2018
tt0115157,"Dexter's Laboratory","Adventure, Animation, Comedy",7.9,55121,1996
tt1103987,Leverage,"Crime, Mystery, Thriller",7.9,55094,2008
tt1582457,"The Borgias","Crime, Drama, History",7.9,54671,2011
tt2654580,"Almost Human","Action, Crime, Drama",7.9,52613,2013
tt7235466,9-1-1,"Action, Drama, Thriller",7.9,52070,2018
tt5952634,"The Spy","Biography, Drama, History",7.9,51522,2019
tt3865236,"Into the Badlands","Action, Adventure, Drama",7.9,50673,2015
tt2699110,"The Affair",Drama,7.9,50025,2014
tt26933824,"Nobody Wants This","Comedy, Romance",7.9,44559,2024
tt4122068,Humans,"Drama, Sci-Fi",7.9,43484,2015
tt0063950,"Scooby Doo, Where Are You!","Adventure, Animation, Comedy",7.9,43402,1969
tt0118401,"Midsomer Murders","Crime, Drama, Mystery",7.9,41127,1997
tt4320258,"Resurrection: Ertugrul","Action, Adventure, Drama",7.9,40692,2014
tt0343314,"Teen Titans","Action, Adventure, Animation",7.9,39580,2003
tt2137109,"Masters of Sex","Drama, Romance",7.9,39012,2013
tt0131613,"Teenage Mutant Ninja Turtles","Action, Adventure, Animation",7.9,38685,1987
tt0480489,"Elfen Lied","Action, Animation, Drama",7.9,38244,2004
tt8543390,"Modern Love","Comedy, Drama, Romance",7.9,37713,2019
tt1255913,"Bored to Death","Comedy, Crime, Drama",7.9,35009,2009
tt11379026,Ghosts,"Comedy, Fantasy",7.9,33378,2021
tt1958961,Lilyhammer,"Comedy, Crime, Drama",7.9,33016,2012
tt8910922,"Solar Opposites","Adventure, Animation, Comedy",7.9,32634,2020
tt5368542,"The Exorcist","Drama, Horror, Mystery",7.9,32472,2016
tt14824792,Ted,Comedy,7.9,32257,2024
tt2262532,"The Fosters","Drama, Romance",7.9,31398,2013
tt1985443,"Hatfields & McCoys","Drama, History, Romance",7.9,29992,2012
